机构名称,经度,纬度,县市区,地址,建筑面积,床位数量,运营性质
芦头镇周家农村幸福院,120.4652850219572,37.51751713563785,龙口市,芦头镇周家村,400.0,20,公（村）办
高新区归城董家村农村幸福院,120.72352000860504,36.93476081359525,龙口市,高新区归城董家村,700.0,20,公（村）办
北马镇沙沟村农村幸福院,120.4267329833688,37.62196109174314,龙口市,北马镇沙沟村,400.0,20,公（村）办
北马镇台上李家村农村幸福院,120.40249679054014,37.62388970819294,龙口市,北马镇台上李家村,400.0,20,公（村）办
东江街道东江村农村幸福院,120.5236321207635,37.63527588393597,龙口市,东江街道东江村,400.0,20,公（村）办
诸由观镇淳于村幸福院,120.65690804995424,37.66293699297916,龙口市,诸由观镇淳于村,924.0,23,公（村）办
度假区福苑区幸福院,120.0189922920509,37.29810130776986,龙口市,度假区王会村,400.0,30,公（村）办
石良镇尹村幸福院,120.67429547174424,37.60247381228667,龙口市,石良镇尹村,500.0,30,公（村）办
诸由观镇冶基村幸福院,120.56086230279398,37.72152429476003,龙口市,诸由观镇冶基村,1500.0,20,公（村）办
北马镇西村幸福院,120.3836644443373,37.62159909986646,龙口市,北马镇西村,410.0,20,公（村）办
北马镇上夼村幸福院,120.35290089418147,37.55745784611389,龙口市,北马镇上夼村,400.0,20,公（村）办
北马镇柳杭姜家村幸福院,120.45756489457388,37.58527297669341,龙口市,北马镇柳杭姜家村,400.0,20,公（村）办
北马镇和源村幸福院,120.3703589227846,37.64874412866889,龙口市,北马镇和源村,460.0,20,公（村）办
北马镇台上殷家村幸福院,120.40249679054014,37.62388970819294,龙口市,北马镇台上殷家村,420.0,20,公（村）办
度假区福海区幸福院,120.0189922920509,37.29810130776986,龙口市,度假区试驾庄村,400.0,30,公（村）办
石良镇荷花朱家村幸福院,120.67661103385733,37.621261186776906,龙口市,石良镇荷花朱家村,500.0,20,公（村）办
七甲镇院下村幸福院,120.6020912019716,37.5633717468863,龙口市,七甲镇院下村,300.0,20,公（村）办
龙港街道屺母岛村幸福院,120.2604050707356,37.685357966358,龙口市,龙港街道屺母岛村,400.0,22,公（村）办
芦头镇韩店村幸福院,120.471631191063,37.613331967764346,龙口市,芦头镇韩店村,400.0,20,公（村）办
芦头镇麻家村幸福院,120.45157077139748,37.59964475048257,龙口市,芦头镇麻家村,1000.0,20,公（村）办
石良镇老师店村幸福院,120.65574339686052,37.62239696590371,龙口市,石良镇老师店村,450.0,20,公（村）办
石良镇东营曹家村幸福院,120.68267261977752,37.57468167966545,龙口市,石良镇东营曹家村,450.0,20,公（村）办
东莱街道小栾疃村幸福院,120.54851365627052,37.6592343760596,龙口市,东莱街道小栾疃村,480.0,80,公（村）办
下丁家镇大园村幸福院,120.5305029002871,37.497751412298506,龙口市,下丁家镇大园村,300.0,20,公（村）办
龙港街道和平村幸福院,120.346468038594,37.640949952868425,龙口市,龙港街道和平村,1492.0,20,公（村）办
北马镇前诸留村幸福院,120.40282655849283,37.64162652561744,龙口市,北马镇前诸留村,400.0,20,公（村）办
北马镇午塔后陈村幸福院,120.3835869205718,37.64319009854024,龙口市,北马镇午塔后陈村,400.0,20,公（村）办
北马镇横沟村幸福院,120.41385271964452,37.545041727249135,龙口市,北马镇横沟村,400.0,20,公（村）办
北马镇洼子村幸福院,120.4267122325115,37.55458450422626,龙口市,北马镇洼子村,400.0,20,公（村）办
北马镇唐家泊村幸福院,120.4359857996132,37.63142977046358,龙口市,北马镇唐家泊村,450.0,20,公（村）办
东江街道董家洼村幸福院,120.5542517623766,37.62684059161168,龙口市,东江街道董家洼村,400.0,20,公（村）办
兰高镇后霍村幸福院,120.59621439749476,37.61964948651852,龙口市,兰高镇后霍村,400.0,20,公（村）办
兰高镇欧头孙家村幸福院,120.60678583639728,37.63178807034041,龙口市,兰高镇欧头孙家村,400.0,20,公（村）办
黄山馆镇新村幸福院,120.28851502641491,37.55408514812007,龙口市,黄山馆镇新村,400.0,20,公（村）办
七甲镇庙曲村幸福院,120.61165078954768,37.4980457290541,龙口市,七甲镇庙曲村,500.0,30,公（村）办
新嘉街道乡城庙村幸福院,120.48119050914744,37.67853278865942,龙口市,新嘉街道乡城庙村,1800.0,20,公（村）办
芦头镇高家村农村幸福院,120.471631191063,37.613331967764346,龙口市,芦头镇高家村,400.0,20,公（村）办
徐福街道西南泊农村幸福院,120.4940528067615,37.71758292342154,龙口市,徐福街道西南泊村,300.0,20,公（村）办
新嘉街道西吕村农村幸福院,120.49721681842873,37.663449324221936,龙口市,新嘉街道西吕村,400.0,20,公（村）办
北马镇北村农村幸福院,120.39938676703404,37.62363440574548,龙口市,北马镇北村,400.0,20,公（村）办
北马镇山后遇家村农村幸福院,120.3892864893715,37.55280040993314,龙口市,北马镇山后遇家村,400.0,20,公（村）办
北马镇仲家东村农村幸福院,120.40249679054014,37.62388970819294,龙口市,北马镇仲家东村,400.0,20,公（村）办
东莱街道南涧村农村幸福院,120.5324206028898,37.66711623776672,龙口市,东莱街道南涧村,500.0,20,公（村）办
石良镇城西头村农村幸福院,120.64982329405812,37.63868066349212,龙口市,石良镇城西头村,450.0,20,公（村）办
兰高镇仪乐李家村农村幸福院,120.58841521922656,37.65089696790849,龙口市,兰高镇仪乐李家,400.0,20,公（村）办
新嘉街道后邹村幸福院,120.45200626990872,37.66848282117493,龙口市,          新嘉街道后邹村,400.0,20,公（村）办
兰高镇侧高村幸福院,120.62805169222663,37.63583805954179,龙口市,兰高镇侧高村,400.0,30,公（村）办
诸由观镇黄家村幸福院,120.51898527619092,37.69859726904742,龙口市,诸由观镇黄家村,300.0,50,公（村）办
诸由镇西吴家村幸福院,120.6919772682499,37.45731970169676,龙口市,诸由镇西吴家村幸福院,2664.0,26,公（村）办
柏林庄白石埠村幸福院,120.61775702125176,36.99414179808014,莱阳市,柏林庄街道白石埠村,400.0,20,公（村）办
柏林庄陡山村幸福院,120.68162151250031,37.01625917291456,莱阳市,柏林庄街道陡山村,400.0,20,公（村）办
柏林庄焦家店村幸福院,120.6529822752145,37.052979953375086,莱阳市,柏林庄街道焦家店村,400.0,20,公（村）办
柏林庄西孙家夼村幸福院,120.6808193256799,37.00275909351602,莱阳市,柏林庄街道西孙家夼村,400.0,20,公（村）办
柏林庄全家屯农村幸福院,120.63232717730138,36.98203457544231,莱阳市,柏林庄全家屯村,400.0,20,公（村）办
柏林庄于家店村幸福院,120.67601402001536,36.98436610413111,莱阳市,柏林庄于家店村,400.0,20,公（村）办
柏林庄镇北小平村幸福院,120.66350457680562,37.0430460476859,莱阳市,柏林庄镇北小平村,400.0,20,公（村）办
城厢街道办西柳行村幸福院,120.75639763094806,36.99054386341547,莱阳市,城厢街道办西柳行村,400.0,20,公（村）办
城厢街道东柳行村幸福院,120.76716633774056,36.9852485074282,莱阳市,城厢街道东柳行村,400.0,20,公（村）办
城厢街道四真庄村幸福院,120.70770821467951,36.94520148134418,莱阳市,城厢街道四真庄村,400.0,20,公（村）办
城厢街道吴格庄村幸福院,120.74096393381166,36.98240566744041,莱阳市,城厢街道吴格庄村,400.0,20,公（村）办
大夼镇北汪格庄村幸福院,120.84068177423558,36.76251173019013,莱阳市,大夼镇北汪格庄村,400.0,20,公（村）办
大夼镇大夼村幸福院,120.8257034281622,36.80367442692485,莱阳市,大夼镇大夼村,400.0,20,公（村）办
大夼镇东汪格庄村幸福院,120.84068177423558,36.76251173019013,莱阳市,大夼镇东汪格庄村,400.0,20,公（村）办
大夼镇韶格庄幸福院,120.83360025223934,36.80231968051165,莱阳市,大夼镇韶格庄,400.0,20,公（村）办
大夼镇宋村幸福院,120.81997789833326,36.778988937242296,莱阳市,大夼镇宋村,400.0,20,公（村）办
冯格庄大黑石埠村幸福院,120.59244861096636,36.99598281867615,莱阳市,冯格庄大黑石埠村,400.0,20,公（村）办
冯格庄东官庄村幸福院,120.5967129570528,36.983072965393454,莱阳市,冯格庄东官庄村,400.0,20,公（村）办
冯格庄东小埠农村幸福院,120.66440018739908,36.92612421104441,莱阳市,冯格庄东小埠农村,400.0,20,公（村）办
冯格庄街道办蜡树庄村幸福院,120.6366369776466,36.95908191778501,莱阳市,冯格庄街道办蜡树庄村,400.0,20,公（村）办
冯格庄西官庄农村幸福院,120.63465648348875,36.95202045877546,莱阳市,冯格庄西官庄农村,400.0,20,公（村）办
高格庄镇北高格庄村幸福院,120.7767956338242,36.7254441199254,莱阳市,莱阳市高格庄镇北高格庄村,400.0,20,公（村）办
高格庄镇大薛村幸福院,120.79113717112156,36.71407443614002,莱阳市,高格庄镇大薛村,400.0,20,公（村）办
古柳街道道口幸福院,120.70844168112843,36.93953798791755,莱阳市,古柳道口村,400.0,20,公（村）办
古柳街道后泉水农村幸福院,120.72352000860504,36.93476081359525,莱阳市,古柳后泉水村,400.0,20,公（村）办
古柳街道丁格庄村幸福院,120.68904582787918,36.89566050638229,莱阳市,古柳街道丁格庄村,400.0,20,公（村）办
古柳街道迟家疃村幸福院,120.72352000860504,36.93476081359525,莱阳市,古柳街道迟家疃村,400.0,20,公（村）办
古柳街道大吕疃村幸福院,120.72633619637884,36.92121765502032,莱阳市,古柳街道大吕疃村,400.0,20,公（村）办
古柳街道李格庄村幸福院,120.72352000860504,36.93476081359525,莱阳市,古柳街道李格庄村,400.0,20,公（村）办
古柳街道柳沟幸福院,120.72352000860504,36.93476081359525,莱阳市,古柳柳沟村,400.0,20,公（村）办
古柳前泉水农村幸福院,120.72352000860504,36.93476081359525,莱阳市,古柳前泉水村,400.0,20,公（村）办
河洛镇河洛村幸福院,120.72177046879382,37.01787504349028,莱阳市,河洛镇河洛村,400.0,20,公（村）办
河洛镇后家疃村幸福院,120.6944467100968,37.010816781725374,莱阳市,河洛镇后家疃村,400.0,20,公（村）办
河洛镇马崖口村幸福院,120.73791463575805,37.03873338142772,莱阳市,河洛镇马崖口村,400.0,20,公（村）办
河洛镇朱江村幸福院,120.7448049983418,37.01376185676624,莱阳市,河洛镇朱江村,400.0,20,公（村）办
龙旺庄接家庄村幸福院,120.86903768596356,36.98303505662803,莱阳市,龙旺庄接家庄村,400.0,20,公（村）办
龙旺庄街道办事处西庙后村农村幸福院,120.81543525719988,36.989270792319004,莱阳市,龙旺庄街道办事处西庙后村,400.0,20,公（村）办
龙旺庄街道纪格庄村幸福院,120.80358732616766,36.97949583631681,莱阳市,龙旺庄街道纪格庄村,400.0,20,公（村）办
龙旺庄街道梁好泊农村幸福院,120.76547896067062,36.9719456366446,莱阳市,龙旺庄街道梁好泊,400.0,20,公（村）办
龙旺庄街道鹿格庄农村幸福院,120.77806107679612,36.96283382196193,莱阳市,龙旺庄街道鹿格庄村,400.0,20,公（村）办
龙旺庄街道逍仙庄村幸福院,120.89076104878914,36.97752619157546,莱阳市,龙旺庄街道逍仙庄村,400.0,20,公（村）办
吕格庄镇大梁子口村幸福院,120.66925966088586,36.83528856687892,莱阳市,吕格庄镇大梁子口村,400.0,20,公（村）办
吕格庄镇荆山后村幸福院,120.66118694858989,36.87237629711216,莱阳市,吕格庄镇荆山后村,400.0,20,公（村）办
吕格庄镇汪家夼村幸福院,120.635111385399,36.8504114756143,莱阳市,吕格庄镇汪家夼村,400.0,20,公（村）办
吕格庄镇大野头村幸福院,120.65663757016516,36.84732660327494,莱阳市,吕格庄镇大野头村幸福院,400.0,20,公（村）办
沐浴店茂芝场村幸福院,120.7794263215102,37.05553292149044,莱阳市,沐浴店茂芝场村,400.0,20,公（村）办
沐浴店庙在头村幸福院,120.77528594158414,37.0474507815666,莱阳市,沐浴店庙在头村,400.0,20,公（村）办
沐浴店上朱兰村幸福院,120.8694374319155,37.041534417370826,莱阳市,沐浴店上朱兰村,400.0,20,公（村）办
沐浴店霞留村幸福院,120.73234882464877,37.10928122244061,莱阳市,沐浴店霞留村,400.0,20,公（村）办
沐浴店榛子沟村幸福院,120.90599765769662,37.59774237574372,莱阳市,沐浴店榛子沟村,400.0,20,公（村）办
沐浴店镇东半泊幸福院,120.8232535693754,37.1439513197361,莱阳市,沐浴店镇东半泊,400.0,20,公（村）办
沐浴店镇鹤山后村幸福院,120.76560831666406,37.03240040192522,莱阳市,沐浴店镇鹤山后村,400.0,20,公（村）办
沐浴店镇青岚口村幸福院,120.76029097685884,37.0626741047011,莱阳市,沐浴店镇青岚口村,400.0,20,公（村）办
沐浴店镇寺院头村幸福院,120.7571313668886,37.05066502035222,莱阳市,沐浴店镇寺院头村,400.0,20,公（村）办
沐浴店镇巷子口村幸福院,120.76783009568187,37.05244331287951,莱阳市,沐浴店镇巷子口村,400.0,20,公（村）办
沐浴店镇钟家院村幸福院,120.88420728128,37.106470765478406,莱阳市,沐浴店镇钟家院村,400.0,20,公（村）办
山前店豹础铺社区幸福院,120.9089436506166,37.04938432416151,莱阳市,山前店豹础铺村,400.0,20,公（村）办
山前店镇李家窑村幸福院,120.91802560915303,37.05629763583416,莱阳市,山前店镇李家窑村,400.0,20,公（村）办
山前店镇南务村幸福院,120.85285534101514,36.9975079011089,莱阳市,山前店镇南务村,400.0,20,公（村）办
山前店镇南庄村幸福院,120.85059556367426,36.99302054702446,莱阳市,山前店镇南庄村,400.0,20,公（村）办
山前店镇万柳村幸福院,120.83657373330792,37.00200687665318,莱阳市,山前店镇万柳村,400.0,20,公（村）办
谭格庄镇西崖后村幸福院,120.59639280096904,37.11543887879712,莱阳市,谭格庄镇西崖后村,400.0,20,公（村）办
团旺西北岩农村幸福院,120.58894674659685,36.79668746753027,莱阳市,团旺西北岩村,400.0,20,公（村）办
团旺镇光山社区幸福院,120.73250953150452,36.72908980913318,莱阳市,团旺镇光山社区,400.0,20,公（村）办
团旺镇李家白庙村幸福院,120.57193086396572,36.76083799402276,莱阳市,团旺镇李家白庙村,400.0,20,公（村）办
团旺镇团旺社区幸福院,120.64972501943532,36.768674586758834,莱阳市,团旺镇团旺社区,400.0,20,公（村）办
团旺镇西南岩村幸福院,120.60573014776196,36.732693384874494,莱阳市,团旺镇西南岩村,400.0,20,公（村）办
团旺镇西中荆前村幸福院,120.64821406956754,36.72170525413085,莱阳市,团旺镇西中荆前村,400.0,20,公（村）办
万第镇南于格庄幸福院,120.91223872505776,36.83402161701889,莱阳市,万第镇南于格庄村,400.0,20,公（村）办
羊郡镇东朱皋幸福院,120.8187336553714,36.66945250980972,莱阳市,羊郡镇东朱皋,400.0,20,公（村）办
羊郡镇九家夼村幸福院,120.809273959368,36.69497491113229,莱阳市,羊郡镇九家夼村,400.0,20,公（村）办
羊郡镇西埠前幸福院,120.78313506563867,36.65276222768937,莱阳市,羊郡镇西埠前,400.0,20,公（村）办
照旺庄镇草场泊村幸福院,120.792536551445,36.84672157005416,莱阳市,照旺庄镇草场泊村,400.0,20,公（村）办
照旺庄镇东玉泉庄村幸福院,120.7580743181824,36.84627840542569,莱阳市,照旺庄镇东玉泉庄村,400.0,20,公（村）办
照旺庄镇铎山前村幸福院,120.8110182890073,36.86115267850883,莱阳市,照旺庄镇铎山前村,400.0,20,公（村）办
照旺庄镇后发坊村幸福院,120.77567553668382,36.89694691691383,莱阳市,照旺庄镇后发坊村,400.0,20,公（村）办
照旺庄镇前照旺庄村幸福院,120.75696266511382,36.91658791737572,莱阳市,照旺庄镇前照旺庄村,400.0,20,公（村）办
照旺庄镇拖子村幸福院,120.8171552427598,36.89311987332907,莱阳市,照旺庄镇拖子村,400.0,20,公（村）办
照旺庄镇西昌山村幸福院,120.75874166934578,36.91798411770672,莱阳市,照旺庄镇西昌山村,400.0,20,公（村）办
照旺庄镇西陶漳村幸福院,120.76087604323747,36.93407210252243,莱阳市,照旺庄镇西陶漳村,400.0,20,公（村）办
照旺庄镇薛家沟村幸福院,120.81944646079356,36.911525429042456,莱阳市,照旺庄镇薛家沟村,400.0,20,公（村）办
照旺庄镇迎格庄村幸福院,120.80048134503636,36.83504940418296,莱阳市,照旺庄镇迎格庄村,400.0,20,公（村）办
冯格庄街道冯格庄村农村幸福院,120.63133958022372,36.934972762263264,莱阳市,冯格庄街道办事处冯格庄村,400.0,20,公（村）办
穴坊镇程格庄村农村幸福院,120.66231126776616,36.68459215394922,莱阳市,穴坊镇程格庄村,400.0,20,公（村）办
照旺庄镇大陶漳村农村幸福院,120.72352000860504,36.93476081359525,莱阳市,照旺庄镇大陶漳村,400.0,20,公（村）办
照旺庄镇北芦口村农村幸福院,120.72352000860504,36.93476081359525,莱阳市,照旺庄镇北芦口村,400.0,20,公（村）办
照旺庄镇西五龙村农村幸福院,120.72352000860504,36.93476081359525,莱阳市,照旺庄镇西五龙村,400.0,20,公（村）办
照旺庄镇蒿埠头村农村幸福院,120.72352000860504,36.93476081359525,莱阳市,照旺庄镇蒿埠头村,400.0,20,公（村）办
沐浴店镇簸箕港村农村幸福院,120.75887560669732,37.04999932891528,莱阳市,沐浴店镇簸箕港村,400.0,20,公（村）办
沐浴店镇北崔格庄村农村幸福院,120.75887560669732,37.04999932891528,莱阳市,沐浴店镇北崔格庄村,400.0,20,公（村）办
古柳街道赭埠村农村幸福院,120.72352000860504,36.93476081359525,莱阳市,古柳街道办事处赭埠村,400.0,20,公（村）办
古柳街道东徐格庄村农村幸福院,120.72352000860504,36.93476081359525,莱阳市,古柳街道办事处东徐格庄村,400.0,20,公（村）办
沐浴店镇西石河头村幸福院,120.85384383639833,37.0512674858272,莱阳市,沐浴店镇西石河头村,400.0,20,公（村）办
沐浴店镇河东院村幸福院,120.72861663474646,37.12687366932866,莱阳市,沐浴店镇河东院村,400.0,20,公（村）办
万第镇富水庄村幸福院,120.88904321916242,36.92708901106237,莱阳市,万第镇富水庄村,400.0,20,公（村）办
莱州市永安路街道河滨社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市永安路街道南阳河东路2226号,822.0,10,
莱州市文昌路街道教育路社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市文昌路街道教育路社区,780.0,10,民办
莱州市文昌路街道鼓楼街社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市文昌路街道鼓楼街社区,760.0,10,民办
莱州市文昌路街道汇泉社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市文昌路街道汇泉社区,312.0,10,民办
莱州市文昌路街道文泉社区老年人日间照料中心,119.9520193044156,37.1728790062397,莱州市,莱州市文昌路街道文泉社区,760.0,10,民办
莱州市文昌路街道光州社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市文昌路街道光州社区,368.0,10,民办
莱州市城港路北苑社区老年人日间照料中心,119.95775426645238,37.32631176443657,莱州市,莱州市城港路北苑社区,360.0,10,民办
莱州市金仓街道黄金海岸社区老年人日间照料中心,119.95041295450264,37.380131645875856,莱州市,莱州市金仓街道298号,1610.0,10,民办
莱州市永安路街道西关社区老年人日间照料中心,119.948528848526,37.18236160041659,莱州市,莱州市王母宫里街2号,880.0,20,民办
莱州市永安路街道西苑社区博爱老年人日间照料中心,119.93247882397924,37.18097324411433,莱州市,莱州市府前西街68号,350.0,10,民办
莱州市城港路街道朱杲社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市城港路西朱杲社区,307.0,20,民办
莱州市永安路街道镁矿社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,永安路街道镁矿社区,1270.0,20,公（村）办
莱州市文昌路街道东南隅社区老年人日间照料中心,119.948528848526,37.18236160041659,莱州市,文昌路街道东南隅社区,1060.0,10,公（村）办
莱州市府前街社区老年人日间照料中心,119.948528848526,37.18236160041659,莱州市,莱州市文昌路街道府前街,1200.0,10,民办
莱州市文昌路街道东关社区日间照料中心,119.97849254745574,37.17654959606502,莱州市,文昌路街道东关社区,1670.0,20,民办
莱州市文昌路街道定海社区日间照料中心,119.97849254745574,37.17654959606502,莱州市,文昌路街道定海社区,788.0,10,民办
莱州市文峰路街道福禄苑社区老年人日间照料中心,119.93715872619458,37.17075935476882,莱州市,莱州市文峰路街道阳关村,3000.0,50,公（村）办
莱州市文峰路街道府林社区日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市文峰路街道府林社区,852.0,20,公（村）办
莱州市文昌路街道西岭子社区日间照料中心,119.97849254745574,37.17654959606502,莱州市,文昌路街道西岭子社区,752.0,10,公（村）办
莱州市程郭镇英才社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市程郭镇英才社区,320.0,10,公（村）办
莱州市文昌路街道东岭子社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,文昌路街道东岭子社区,758.0,10,公（村）办
莱州市文昌路街道碑坡社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,文昌路街道碑坡社区,1100.0,10,公（村）办
莱州市城港路街道小原社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市城港路街道小原社区,320.0,15,公（村）办
莱州市文昌路街道毛家庄子日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市文昌路街道毛家庄子村,1800.0,20,公（村）办
莱州市文昌路街道东庄头日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市文昌路街道东庄头,775.9,20,公（村）办
莱州市文昌路街道饮马池日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市文昌路街道饮马池,3462.0,20,公（村）办
莱州市三山岛街道王贾社区日间照料中心,120.01948860584515,37.32766133705903,莱州市,莱州市三山岛街道王贾社区,1050.0,20,公（村）办
莱州市金仓街道南杨社区日间照料中心,119.93791914180876,37.313394030196406,莱州市,莱州市金仓街道南杨社区,430.0,20,公（村）办
莱州市文昌路街道崇文社区日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市文昌路街道崇文社区,600.0,10,公（村）办
莱州市永安路街道大原家社区日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市永安路街道大原家社区西首,1100.0,20,公（村）办
莱州市永安路街道光安社区老年人日间照料中心,119.9434234189906,37.19675348945289,莱州市,永安路街道光安社区,785.0,10,公（村）办
莱州市文峰路街道八蜡庙社区老年人日间照料中心,119.9520193044156,37.1728790062397,莱州市,文峰路街道八蜡庙社区,1700.0,20,公（村）办
莱州市程郭镇东苑社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,程郭镇东苑社区,300.0,10,公（村）办
莱州市城港路街道祥和社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市城港路街道祥和社区,760.0,20,公（村）办
莱州市城港路街道大原社区老年人日间照料中心,119.9448371722022,37.24092741743543,莱州市,城港路街道大原社区,2150.0,40,公（村）办
莱州市文昌路街道北五里日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市文昌路街道北五里村,750.0,10,公（村）办
莱州市金城镇柳源社区日间照料中心,120.11478157298804,37.42667068801649,莱州市,莱州市金城镇柳源社区,773.5,15,公（村）办
莱州市程郭镇坊苑社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市程郭镇坊苑社区,800.0,20,公（村）办
莱州市城港路街道老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市城港南路,605.0,20,公（村）办
莱州市文昌路街道北关社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市文昌路街（老妇保院）,1200.0,10,公（村）办
莱州市城港路街道玉皇苑社区老年人日间照料中心,119.97849254745574,37.17654959606502,莱州市,莱州市城港路街道玉皇苑社区,800.0,10,公（村）办
罗峰办事处楼里头村幸福院,120.4017696122298,37.32516885559627,招远市,招远市罗峰街道楼里头村,405.0,20,公（村）办
泉山办北坞党村幸福院,120.41197588994252,37.341629684729405,招远市,泉山街道办事处北坞党,680.0,22,公（村）办
泉山街道办事处马庄河村幸福院,120.41968703427072,37.359785953644526,招远市,泉山街道办事处马庄河,860.0,20,公（村）办
大秦家办青杨堡村幸福院,120.49207258209528,37.30830168413426,招远市,大秦家街道青杨堡,557.79,20,公（村）办
大秦家街道办小杨家幸福院,120.47785581943327,37.33323886166123,招远市,大秦家街道小杨家,400.0,20,公（村）办
大秦家街道办朱范幸福院,120.46337639224016,37.36693264220548,招远市,大秦家街道朱范,1500.0,26,公（村）办
大秦家街道苇都高家村幸福院,120.50045494030056,37.36157570182204,招远市,大秦家街道苇都高家,450.0,20,公（村）办
辛庄镇北截社区幸福院,120.2934463643425,37.458191958682406,招远市,招远市辛庄镇北截社区,460.0,50,公（村）办
辛庄镇高家庄子村幸福院,120.2280816130617,37.49762343567892,招远市,招远市辛庄镇高家庄子村,410.0,30,公（村）办
辛庄镇大宋家村幸福院,120.25773431862387,37.512779110294616,招远市,招远市辛庄镇大宋家村,760.0,20,公（村）办
辛庄镇老店村幸福院,120.19888201279878,37.49397586587908,招远市,招远市辛庄镇老店村,800.0,30,公（村）办
辛庄镇东沟李家村幸福院,120.2537696472556,37.45321830920265,招远市,招远市辛庄镇东沟李家村,800.0,30,公（村）办
辛庄镇邢家村幸福院,120.24049745283732,37.49513987244951,招远市,招远市辛庄镇邢家村,510.0,20,公（村）办
蚕庄镇西沟子村幸福院,120.22793069773604,37.4049595600633,招远市,蚕庄镇西沟村,414.0,20,公（村）办
蚕庄镇老翅张家村幸福院,120.23748103276536,37.39548135279447,招远市,蚕庄镇老翅张家村,510.43,20,公（村）办
蚕庄镇柳杭村幸福院,120.23386508359604,37.37825989999808,招远市,蚕庄镇柳杭村,664.0,20,公（村）办
蚕庄镇塔山原家村幸福院,120.27822466730647,37.307952509007904,招远市,蚕庄镇塔山原家村,675.25,20,公（村）办
蚕庄镇灵山蒋家幸福院,120.22940346961964,37.36564451356726,招远市,蚕庄镇灵山蒋家,2248.0,110,公（村）办
蚕庄镇大韩家村幸福院,120.18611035421064,37.36607666474826,招远市,蚕庄镇大韩家村,438.75,20,公（村）办
蚕庄镇洼子村幸福院,120.17645374963948,37.38846858338798,招远市,蚕庄镇洼子村,600.0,27,公（村）办
蚕庄镇李格庄村幸福院,120.168279708482,37.39623421243575,招远市,蚕庄镇李格庄村,528.8,20,公（村）办
蚕庄镇灵山冯家村幸福院,120.1856945285901,37.36014363423336,招远市,蚕庄镇灵山冯家村,450.0,20,公（村）办
蚕庄镇前孙家幸福院,120.19275242515144,37.417754142641776,招远市,蚕庄镇前孙家,8280.0,128,公（村）办
蚕庄镇许家村幸福院,120.21908858677077,37.438738907472704,招远市,蚕庄镇许家村,471.8,20,公（村）办
蚕庄镇山后白家幸福院,120.169933668587,37.419715746964926,招远市,蚕庄镇山后白家,2700.0,64,公（村）办
蚕庄镇山后冯家幸福院,120.17167907619286,37.41939768928064,招远市,蚕庄镇山后冯家,3000.0,72,公（村）办
蚕庄镇山后傅家村幸福院,120.1653223969126,37.42599479652121,招远市,蚕庄镇山后付家村,845.0,20,公（村）办
金岭镇小河头村幸福院,120.30006975052868,37.38757443245944,招远市,金岭镇小河头村,1670.0,20,公（村）办
金岭镇唐家村幸福院,120.29302425058336,37.41849122815368,招远市,金岭镇唐家村,450.0,20,公（村）办
金岭镇山上隋家村幸福院,120.3292420423041,37.38965625208102,招远市,金岭镇山上隋家,400.0,20,公（村）办
金岭镇朱家村幸福院,120.28928460474532,37.41903499151576,招远市,金岭镇朱家,615.34,21,公（村）办
金岭镇山上孙家村幸福院,120.33769078528655,37.41585303442727,招远市,金岭镇山上孙家村,600.0,30,公（村）办
金岭镇山上李家村幸福院,120.32853669281766,37.3823016335386,招远市,金岭镇山上李家村,662.5,20,公（村）办
金岭镇大户陈家村幸福院,120.3040655032676,37.33682360856328,招远市,金岭镇大户陈家村,740.0,23,公（村）办
金岭镇上华山村幸福院,120.3206982585987,37.3476663923993,招远市,金岭镇上华山村,400.0,20,公（村）办
金岭镇赵书策村幸福院,120.28181806900749,37.33143214810389,招远市,金岭镇赵书策村,400.0,20,公（村）办
金岭镇西梧桐夼村幸福院,120.2974286424988,37.32094644778508,招远市,金岭镇西梧桐夼村,548.0,20,公（村）办
