城市,经度,纬度,经度_y,纬度_y,日期,AQI,范围,质量等级,PM2.5,PM10,SO2,NO2,CO,O3,年,月
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2019年9月,104,44~157,轻度污染,39,86,11.0,45.0,0.82,149.0,2019,9
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2019年10月,87,39~159,良,49,108,11.0,48.0,0.806,97.0,2019,10
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2019年11月,96,50~170,良,61,132,14.0,53.0,0.95,59.0,2019,11
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2019年12月,114,49~269,轻度污染,84,127,19.0,54.0,1.268,42.0,2019,12
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2020年1月,141,57~252,轻度污染,107,143,24.0,51.0,1.545,59.0,2020,1
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2020年2月,77,38~137,良,53,75,12.0,24.0,0.848,84.0,2020,2
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2020年3月,78,42~140,良,45,97,11.0,33.0,0.735,103.0,2020,3
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2020年4月,85,56~139,良,40,93,12.0,35.0,0.733,125.0,2020,4
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2020年5月,101,44~170,轻度污染,32,85,11.0,26.0,0.687,156.0,2020,5
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2020年6月,123,48~202,轻度污染,36,87,10.0,27.0,0.737,183.0,2020,6
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2020年7月,96,45~168,良,35,61,9.0,23.0,0.758,152.0,2020,7
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2020年8月,81,27~185,良,30,52,9.0,24.0,0.735,132.0,2020,8
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2020年9月,92,38~165,良,33,70,11.0,37.0,0.74,147.0,2020,9
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2020年10月,79,51~122,良,47,102,13.0,51.0,0.906,88.0,2020,10
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2020年11月,89,39~180,良,59,109,14.0,50.0,1.003,64.0,2020,11
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2020年12月,116,42~248,轻度污染,84,129,20.0,49.0,1.184,50.0,2020,12
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2021年1月,122,58~261,轻度污染,65,95,23.0,52.0,1.287,51.0,2021,1
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2021年2月,75,42~129,良,45,81,15.0,30.0,0.807,87.0,2021,2
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2021年3月,135,39~500,轻度污染,34,60,13.0,38.0,0.832,100.0,2021,3
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2021年4月,90,41~486,良,33,58,10.0,30.0,0.633,118.0,2021,4
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2021年5月,114,45~500,轻度污染,26,50,10.0,23.0,0.658,143.0,2021,5
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2021年6月,122,40~197,轻度污染,29,65,10.0,23.0,0.65,182.0,2021,6
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2021年7月,79,25~136,良,22,40,7.0,18.0,0.558,131.0,2021,7
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2021年8月,99,42~149,良,29,54,8.0,24.0,0.69,156.0,2021,8
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2021年9月,73,29~153,良,21,40,7.0,24.0,0.613,121.0,2021,9
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2021年10月,73,30~152,良,44,82,9.0,40.0,0.723,93.0,2021,10
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2021年11月,82,28~145,良,53,104,12.0,46.0,0.847,69.0,2021,11
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2021年12月,82,30~196,良,53,99,14.0,46.0,0.939,52.0,2021,12
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2022年1月,110,55~247,轻度污染,81,119,17.0,47.0,1.106,55.0,2022,1
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2022年2月,66,39~153,良,42,71,16.0,28.0,0.829,92.0,2022,2
济南,117.12639941261048,36.65655420178723,117.12639941261048,36.65655420178723,2022年3月,93,38~177,良,50,125,13.0,33.0,0.833,95.0,2022,3
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2013年12月,147,71~292,轻度污染,103,211,1.393,98.0,59.0,31.0,2013,12
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2014年1月,130,41~272,轻度污染,96,166,1.306,65.0,52.0,59.0,2014,1
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2014年2月,90,35~201,良,62,99,1.089,47.0,40.0,79.0,2014,2
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2014年3月,97,57~199,良,66,132,1.123,43.0,53.0,101.0,2014,3
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2014年4月,88,51~183,良,52,108,0.807,25.0,38.0,122.0,2014,4
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2014年5月,97,46~152,良,52,121,0.694,25.0,34.0,146.0,2014,5
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2014年6月,77,51~123,良,38,78,0.523,16.0,22.0,127.0,2014,6
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2014年7月,83,37~153,良,45,88,0.639,17.0,26.0,130.0,2014,7
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2014年8月,82,41~170,良,38,83,0.69,21.0,33.0,134.0,2014,8
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2014年9月,75,51~111,良,31,71,0.683,20.0,33.0,123.0,2014,9
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2014年10月,81,46~136,良,42,94,0.748,21.0,38.0,121.0,2014,10
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2014年11月,100,50~204,轻度污染,70,124,1.923,38.0,54.0,69.0,2014,11
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2014年12月,97,57~261,良,68,121,1.11,58.0,58.0,51.0,2014,12
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2015年1月,104,48~234,轻度污染,73,122,1.258,47.0,47.0,58.0,2015,1
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2015年2月,99,49~193,良,67,126,1.171,40.0,39.0,78.0,2015,2
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2015年3月,86,49~168,良,54,114,0.958,26.0,37.0,100.0,2015,3
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2015年4月,89,56~185,良,48,103,0.877,22.0,33.0,132.0,2015,4
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2015年5月,79,54~132,良,35,87,0.781,21.0,31.0,130.0,2015,5
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2015年6月,86,43~183,良,35,75,0.82,22.0,27.0,139.0,2015,6
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2015年7月,61,29~139,良,31,68,0.655,20.0,20.0,103.0,2015,7
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2015年8月,68,39~147,良,35,74,0.623,19.0,24.0,104.0,2015,8
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2015年9月,61,41~103,良,27,64,0.61,21.0,30.0,105.0,2015,9
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2015年10月,79,52~130,良,45,94,0.758,21.0,32.0,106.0,2015,10
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2015年11月,84,40~201,良,59,92,0.973,22.0,35.0,66.0,2015,11
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2015年12月,136,44~354,轻度污染,103,150,1.465,47.0,47.0,53.0,2015,12
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2016年1月,113,47~306,轻度污染,82,128,1.248,45.0,39.0,58.0,2016,1
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2016年2月,85,36~185,良,58,99,1.028,34.0,34.0,80.0,2016,2
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2016年3月,81,49~157,良,49,104,0.819,24.0,40.0,101.0,2016,3
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2016年4月,97,47~344,良,52,129,0.867,23.0,41.0,117.0,2016,4
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2016年5月,80,48~157,良,41,92,0.706,18.0,36.0,122.0,2016,5
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2016年6月,66,34~142,良,27,54,0.553,13.0,27.0,118.0,2016,6
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2016年7月,57,25~89,良,27,56,0.526,9.0,21.0,99.0,2016,7
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2016年8月,51,29~104,良,17,44,0.471,10.0,20.0,89.0,2016,8
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2016年9月,84,41~150,良,31,68,0.583,14.0,23.0,136.0,2016,9
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2016年10月,62,37~90,良,30,67,0.632,16.0,29.0,95.0,2016,10
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2016年11月,75,33~138,良,50,89,0.813,25.0,40.0,72.0,2016,11
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2016年12月,100,44~249,良,71,112,1.103,28.0,50.0,58.0,2016,12
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2017年1月,99,40~299,良,71,111,1.274,31.0,46.0,62.0,2017,1
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2017年2月,80,44~212,良,54,86,0.925,26.0,36.0,83.0,2017,2
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2017年3月,71,54~93,良,44,78,0.745,18.0,38.0,104.0,2017,3
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2017年4月,83,57~130,良,42,92,0.717,17.0,41.0,132.0,2017,4
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2017年5月,99,42~204,良,26,60,0.645,12.0,29.0,139.0,2017,5
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2017年6月,77,41~189,良,23,54,0.513,10.0,26.0,130.0,2017,6
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2017年7月,74,30~149,良,28,67,0.687,9.0,26.0,126.0,2017,7
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2017年8月,73,32~150,良,18,45,0.623,8.0,25.0,123.0,2017,8
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2017年9月,93,45~162,良,23,57,0.657,9.0,31.0,149.0,2017,9
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2017年10月,66,38~106,良,27,66,0.69,10.0,44.0,103.0,2017,10
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2017年11月,77,42~130,良,41,96,0.793,14.0,51.0,74.0,2017,11
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2017年12月,92,28~176,良,59,117,1.042,19.0,61.0,29.0,2017,12
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2018年1月,100,47~241,轻度污染,68,119,0.945,17.0,52.0,51.0,2018,1
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2018年2月,69,43~133,良,42,77,0.714,14.0,35.0,78.0,2018,2
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2018年3月,74,31~135,良,47,84,0.623,11.0,34.0,100.0,2018,3
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2018年4月,75,0~119,良,32,85,0.43,9.0,31.0,113.0,2018,4
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2018年5月,65,44~130,良,27,59,0.368,6.0,28.0,116.0,2018,5
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2018年6月,76,41~134,良,22,46,0.38,5.0,16.0,128.0,2018,6
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2018年7月,41,20~78,优,15,36,0.329,4.0,12.0,69.0,2018,7
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2018年8月,50,28~90,良,13,38,0.41,5.0,15.0,90.0,2018,8
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2018年9月,65,43~98,良,18,48,0.56,6.0,30.0,112.0,2018,9
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2018年10月,64,36~96,良,22,62,0.584,7.0,38.0,99.0,2018,10
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2018年11月,66,0~148,良,41,80,0.853,10.0,48.0,70.0,2018,11
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2018年12月,82,40~202,良,50,104,0.942,12.0,47.0,44.0,2018,12
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2019年1月,113,54~283,轻度污染,81,138,1.332,17.0,61.0,45.0,2019,1
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2019年2月,103,29~242,轻度污染,71,113,1.046,12.0,40.0,72.0,2019,2
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2019年3月,79,42~178,良,46,92,0.745,10.0,41.0,98.0,2019,3
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2019年4月,66,42~149,良,28,69,0.567,6.0,29.0,107.0,2019,4
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2019年5月,87,48~177,良,27,72,0.516,7.0,31.0,139.0,2019,5
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2019年6月,69,42~124,良,23,42,0.463,5.0,18.0,121.0,2019,6
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2019年7月,71,24~155,良,26,47,0.526,4.0,20.0,123.0,2019,7
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2019年8月,58,23~145,良,16,38,0.477,6.0,22.0,101.0,2019,8
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2019年9月,78,44~177,良,22,54,0.507,6.0,31.0,129.0,2019,9
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2019年10月,82,41~145,良,43,103,0.671,7.0,45.0,100.0,2019,10
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2019年11月,68,34~108,良,32,84,0.583,8.0,40.0,69.0,2019,11
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2019年12月,88,39~222,良,61,96,0.945,10.0,49.0,50.0,2019,12
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2020年1月,104,35~250,轻度污染,76,106,1.077,12.0,46.0,59.0,2020,1
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2020年2月,54,30~139,良,33,47,0.645,7.0,23.0,78.0,2020,2
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2020年3月,61,45~97,良,28,67,0.565,7.0,31.0,92.0,2020,3
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2020年4月,71,45~124,良,32,77,0.59,8.0,37.0,114.0,2020,4
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2020年5月,67,43~106,良,22,51,0.503,6.0,24.0,117.0,2020,5
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2020年6月,73,36~133,良,22,46,0.5,6.0,23.0,125.0,2020,6
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2020年7月,61,24~136,良,15,29,0.426,5.0,21.0,110.0,2020,7
青岛,120.38945519114628,36.07222749666322,120.38945519114628,36.07222749666322,2020年8月,55,21~122,良,15,29,0.5,5.0,20.0,99.0,2020,8
