城市,经度,纬度,经度_y,纬度_y,日期,AQI,范围,质量等级,PM2.5,PM10,SO2,NO2,CO,O3,年,月
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2014年8月,129,40~201,轻度污染,61,117,57.0,37.0,1.277,189.0,2014,8
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2014年9月,99,41~177,良,55,109,54.0,39.0,1.167,143.0,2014,9
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2014年10月,94,43~208,良,64,122,52.0,49.0,1.284,113.0,2014,10
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2014年11月,136,42~267,轻度污染,100,159,72.0,64.0,1.6,63.0,2014,11
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2014年12月,128,47~321,轻度污染,93,152,96.0,59.0,1.535,42.0,2014,12
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2015年1月,122,41~272,轻度污染,91,136,86.0,54.0,1.587,47.0,2015,1
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2015年2月,110,37~200,轻度污染,78,130,69.0,41.0,1.425,67.0,2015,2
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2015年3月,133,49~446,轻度污染,84,184,69.0,48.0,1.21,94.0,2015,3
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2015年4月,109,52~163,轻度污染,72,144,49.0,35.0,0.95,132.0,2015,4
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2015年5月,104,50~198,轻度污染,62,127,49.0,31.0,0.877,153.0,2015,5
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2015年6月,121,63~192,轻度污染,57,111,47.0,27.0,0.897,180.0,2015,6
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2015年7月,104,53~182,轻度污染,62,107,41.0,22.0,0.868,159.0,2015,7
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2015年8月,107,56~170,轻度污染,59,100,41.0,26.0,0.948,164.0,2015,8
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2015年9月,93,48~202,良,49,94,32.0,32.0,0.933,145.0,2015,9
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2015年10月,124,47~229,轻度污染,89,157,44.0,53.0,1.3,114.0,2015,10
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2015年11月,120,29~343,轻度污染,91,126,39.0,42.0,1.443,57.0,2015,11
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2015年12月,196,38~408,中度污染,157,211,75.0,67.0,1.919,37.0,2015,12
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2016年1月,124,41~292,轻度污染,92,135,65.0,52.0,1.361,47.0,2016,1
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2016年2月,88,36~168,良,62,104,60.0,42.0,1.052,74.0,2016,2
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2016年3月,113,51~208,轻度污染,74,157,57.0,51.0,1.1,113.0,2016,3
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2016年4月,119,56~368,轻度污染,66,169,50.0,39.0,0.91,143.0,2016,4
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2016年5月,106,55~201,轻度污染,53,115,46.0,37.0,0.913,157.0,2016,5
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2016年6月,118,75~198,轻度污染,47,92,45.0,29.0,1.053,178.0,2016,6
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2016年7月,93,49~175,良,43,82,34.0,21.0,1.01,147.0,2016,7
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2016年8月,80,37~167,良,32,69,27.0,25.0,1.01,126.0,2016,8
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2016年9月,95,44~190,良,52,102,34.0,32.0,1.093,149.0,2016,9
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2016年10月,89,43~206,良,59,109,35.0,39.0,1.11,105.0,2016,10
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2016年11月,114,36~207,轻度污染,83,146,53.0,54.0,1.45,64.0,2016,11
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2016年12月,142,40~258,轻度污染,107,164,67.0,55.0,1.948,48.0,2016,12
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2017年1月,128,37~335,轻度污染,96,149,55.0,48.0,1.887,58.0,2017,1
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2017年2月,117,41~240,轻度污染,84,128,57.0,43.0,1.307,81.0,2017,2
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2017年3月,96,52~192,良,67,121,56.0,40.0,1.248,108.0,2017,3
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2017年4月,97,60~152,良,59,130,51.0,33.0,1.187,139.0,2017,4
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2017年5月,130,62~215,轻度污染,35,77,51.0,27.0,0.961,175.0,2017,5
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2017年6月,128,65~203,轻度污染,46,96,30.0,28.0,0.947,188.0,2017,6
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2017年7月,96,50~178,良,39,79,20.0,22.0,0.99,150.0,2017,7
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2017年8月,74,37~151,良,30,60,15.0,21.0,0.781,127.0,2017,8
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2017年9月,97,36~161,良,43,96,22.0,36.0,0.93,150.0,2017,9
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2017年10月,86,29~180,良,55,102,25.0,45.0,1.103,97.0,2017,10
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2017年11月,88,43~170,良,52,120,32.0,50.0,1.03,65.0,2017,11
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2017年12月,108,35~245,轻度污染,71,134,43.0,52.0,1.261,31.0,2017,12
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2018年1月,106,36~278,轻度污染,73,135,33.0,43.0,1.158,46.0,2018,1
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2018年2月,88,0~169,良,58,105,30.0,30.0,0.911,73.0,2018,2
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2018年3月,95,45~199,良,63,119,23.0,35.0,0.848,112.0,2018,3
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2018年4月,93,0~167,良,45,118,21.0,29.0,0.66,135.0,2018,4
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2018年5月,91,0~161,良,34,81,19.0,26.0,0.694,153.0,2018,5
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2018年6月,118,58~185,轻度污染,34,75,18.0,23.0,0.68,179.0,2018,6
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2018年7月,81,28~153,良,26,50,10.0,15.0,0.416,135.0,2018,7
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2018年8月,81,25~140,良,21,44,8.0,15.0,0.419,133.0,2018,8
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2018年9月,84,41~131,良,29,63,12.0,33.0,0.527,137.0,2018,9
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2018年10月,79,37~135,良,41,91,17.0,48.0,0.639,113.0,2018,10
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2018年11月,91,0~211,良,64,107,17.0,52.0,0.86,77.0,2018,11
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2018年12月,84,0~172,良,55,102,20.0,48.0,0.803,51.0,2018,12
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2019年1月,122,54~278,轻度污染,89,140,26.0,53.0,1.161,51.0,2019,1
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2019年2月,104,36~192,轻度污染,75,114,19.0,35.0,0.904,82.0,2019,2
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2019年3月,92,45~205,良,59,110,19.0,44.0,0.719,110.0,2019,3
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2019年4月,88,46~249,良,39,101,14.0,30.0,0.563,125.0,2019,4
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2019年5月,110,49~201,轻度污染,37,100,18.0,33.0,0.542,164.0,2019,5
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2019年6月,124,49~202,轻度污染,34,72,11.0,21.0,0.58,184.0,2019,6
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2019年7月,116,44~191,轻度污染,34,60,11.0,22.0,0.69,175.0,2019,7
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2019年8月,78,20~140,良,20,41,10.0,21.0,0.548,130.0,2019,8
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2019年9月,103,39~191,轻度污染,33,72,12.0,31.0,0.66,158.0,2019,9
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2019年10月,86,34~181,良,46,95,12.0,42.0,0.674,108.0,2019,10
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2019年11月,75,31~200,良,43,95,14.0,43.0,0.637,64.0,2019,11
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2019年12月,104,32~269,轻度污染,75,112,19.0,51.0,1.09,44.0,2019,12
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2020年1月,115,38~271,轻度污染,86,117,18.0,42.0,1.081,65.0,2020,1
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2020年2月,78,34~192,良,54,74,11.0,17.0,0.69,80.0,2020,2
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2020年3月,79,39~186,良,46,94,14.0,30.0,0.597,98.0,2020,3
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2020年4月,82,48~165,良,40,92,18.0,36.0,0.533,123.0,2020,4
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2020年5月,92,45~166,良,30,74,13.0,23.0,0.532,145.0,2020,5
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2020年6月,108,50~183,轻度污染,32,75,13.0,23.0,0.57,167.0,2020,6
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2020年7月,105,43~175,轻度污染,35,55,11.0,18.0,0.629,164.0,2020,7
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2020年8月,79,20~150,良,25,39,10.0,15.0,0.61,130.0,2020,8
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2020年9月,81,38~167,良,27,50,12.0,29.0,0.513,134.0,2020,9
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2020年10月,76,40~132,良,45,90,22.0,50.0,0.687,97.0,2020,10
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2020年11月,79,28~188,良,51,93,16.0,43.0,0.723,67.0,2020,11
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2020年12月,108,35~259,轻度污染,77,113,23.0,50.0,1.052,50.0,2020,12
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2021年1月,97,33~176,良,52,82,20.0,44.0,1.035,55.0,2021,1
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2021年2月,78,38~182,良,50,81,19.0,27.0,0.832,83.0,2021,2
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2021年3月,131,40~500,轻度污染,45,67,17.0,34.0,0.758,102.0,2021,3
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2021年4月,78,43~320,良,27,59,13.0,27.0,0.603,112.0,2021,4
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2021年5月,91,44~220,良,22,49,12.0,20.0,0.516,131.0,2021,5
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2021年6月,96,39~192,良,24,48,10.0,17.0,0.573,153.0,2021,6
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2021年7月,81,32~143,良,19,34,8.0,12.0,0.539,135.0,2021,7
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2021年8月,85,52~132,良,22,38,10.0,14.0,0.584,141.0,2021,8
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2021年9月,76,37~142,良,18,34,9.0,16.0,0.577,128.0,2021,9
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2021年10月,70,35~158,良,37,65,13.0,33.0,0.639,101.0,2021,10
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2021年11月,72,30~165,良,45,83,16.0,39.0,0.82,70.0,2021,11
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2021年12月,79,31~200,良,50,88,23.0,46.0,0.894,51.0,2021,12
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2022年1月,72,32~159,良,49,73,17.0,36.0,0.965,62.0,2022,1
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2022年2月,62,39~122,良,38,61,15.0,29.0,0.804,89.0,2022,2
东营,118.68138493513692,37.43964182632334,118.68138493513692,37.43964182632334,2022年3月,74,43~142,良,41,86,15.0,30.0,0.81,,2022,3
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2013年12月,104,28~356,轻度污染,79,99,64.0,0.987,56.0,44.0,2013,12
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2014年1月,109,32~259,轻度污染,81,101,49.0,1.165,51.0,49.0,2014,1
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2014年2月,86,31~196,良,62,79,40.0,1.011,38.0,71.0,2014,2
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2014年3月,96,54~225,良,69,111,52.0,0.994,40.0,91.0,2014,3
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2014年4月,86,52~153,良,55,97,47.0,0.713,27.0,114.0,2014,4
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2014年5月,91,58~143,良,44,97,39.0,0.587,23.0,143.0,2014,5
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2014年6月,78,47~179,良,43,69,32.0,0.57,18.0,123.0,2014,6
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2014年7月,83,38~132,良,51,79,29.0,0.684,16.0,132.0,2014,7
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2014年8月,73,34~131,良,38,63,31.0,0.742,16.0,120.0,2014,8
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2014年9月,61,33~103,良,28,54,35.0,0.6,15.0,109.0,2014,9
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2014年10月,66,41~103,良,37,65,36.0,0.726,15.0,100.0,2014,10
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2014年11月,85,31~210,良,60,82,48.0,1.047,27.0,62.0,2014,11
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2014年12月,74,28~242,良,49,77,39.0,1.058,41.0,47.0,2014,12
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2015年1月,82,29~268,良,58,79,40.0,1.139,37.0,52.0,2015,1
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2015年2月,85,36~170,良,57,92,36.0,1.046,33.0,72.0,2015,2
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2015年3月,83,38~189,良,55,99,41.0,1.077,28.0,92.0,2015,3
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2015年4月,82,44~157,良,48,85,34.0,0.93,16.0,126.0,2015,4
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2015年5月,74,45~113,良,39,73,29.0,0.739,13.0,121.0,2015,5
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2015年6月,81,43~132,良,37,65,22.0,0.6,10.0,135.0,2015,6
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2015年7月,59,30~102,良,26,53,23.0,0.555,11.0,104.0,2015,7
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2015年8月,77,38~140,良,34,67,26.0,0.629,12.0,128.0,2015,8
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2015年9月,71,36~112,良,23,52,30.0,0.547,13.0,124.0,2015,9
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2015年10月,70,32~117,良,36,73,34.0,0.671,13.0,106.0,2015,10
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2015年11月,70,33~185,良,48,72,35.0,0.893,20.0,66.0,2015,11
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2015年12月,106,27~272,轻度污染,76,120,41.0,1.252,37.0,45.0,2015,12
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2016年1月,83,30~292,良,57,90,36.0,1.077,34.0,51.0,2016,1
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2016年2月,68,36~169,良,44,76,31.0,0.914,29.0,65.0,2016,2
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2016年3月,77,39~144,良,45,96,33.0,0.806,24.0,92.0,2016,3
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2016年4月,90,49~238,良,48,120,36.0,0.733,22.0,109.0,2016,4
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2016年5月,79,41~120,良,39,81,41.0,0.674,23.0,124.0,2016,5
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2016年6月,77,37~139,良,28,53,28.0,0.593,16.0,131.0,2016,6
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2016年7月,58,32~91,良,26,53,24.0,0.594,14.0,103.0,2016,7
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2016年8月,55,29~92,良,20,47,27.0,0.539,13.0,98.0,2016,8
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2016年9月,65,37~130,良,29,61,33.0,0.677,16.0,112.0,2016,9
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2016年10月,57,34~110,良,31,62,35.0,0.726,17.0,83.0,2016,10
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2016年11月,74,34~168,良,49,84,45.0,0.963,27.0,70.0,2016,11
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2016年12月,88,34~234,良,61,89,47.0,1.213,32.0,64.0,2016,12
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2017年1月,84,36~215,良,57,81,46.0,1.568,33.0,67.0,2017,1
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2017年2月,71,38~170,良,45,72,38.0,1.064,33.0,85.0,2017,2
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2017年3月,72,44~133,良,46,82,46.0,1.142,34.0,98.0,2017,3
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2017年4月,81,51~130,良,41,94,43.0,0.993,24.0,124.0,2017,4
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2017年5月,95,48~189,良,25,63,25.0,0.632,12.0,142.0,2017,5
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2017年6月,95,30~203,良,28,61,25.0,0.647,10.0,152.0,2017,6
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2017年7月,72,36~156,良,29,55,21.0,0.658,7.0,124.0,2017,7
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2017年8月,64,27~127,良,18,37,19.0,0.561,8.0,112.0,2017,8
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2017年9月,95,43~152,良,27,60,26.0,0.6,10.0,153.0,2017,9
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2017年10月,57,30~96,良,24,57,31.0,0.6,11.0,99.0,2017,10
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2017年11月,61,33~125,良,29,71,33.0,0.71,14.0,78.0,2017,11
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2017年12月,66,20~122,良,42,80,39.0,1.058,21.0,35.0,2017,12
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2018年1月,72,31~169,良,46,84,36.0,0.929,20.0,56.0,2018,1
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2018年2月,61,0~127,良,36,69,26.0,0.75,17.0,79.0,2018,2
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2018年3月,68,0~117,良,36,77,30.0,0.697,13.0,104.0,2018,3
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2018年4月,78,0~135,良,29,86,27.0,0.613,12.0,118.0,2018,4
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2018年5月,65,0~105,良,23,58,25.0,0.435,9.0,128.0,2018,5
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2018年6月,85,46~160,良,25,51,16.0,0.387,7.0,139.0,2018,6
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2018年7月,45,18~80,优,18,35,12.0,0.274,6.0,81.0,2018,7
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2018年8月,64,20~130,良,15,34,13.0,0.31,8.0,112.0,2018,8
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2018年9月,64,39~108,良,15,44,22.0,0.363,7.0,114.0,2018,9
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2018年10月,58,29~92,良,20,57,27.0,0.429,8.0,98.0,2018,10
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2018年11月,63,0~124,良,37,78,38.0,0.73,9.0,73.0,2018,11
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2018年12月,66,29~127,良,38,80,31.0,0.713,11.0,52.0,2018,12
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2019年1月,101,41~241,轻度污染,68,118,41.0,0.997,16.0,53.0,2019,1
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2019年2月,95,36~236,良,66,111,32.0,0.754,13.0,78.0,2019,2
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2019年3月,87,43~220,良,51,106,37.0,0.603,10.0,99.0,2019,3
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2019年4月,71,44~178,良,27,79,27.0,0.363,6.0,110.0,2019,4
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2019年5月,96,50~186,良,27,76,22.0,0.31,8.0,150.0,2019,5
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2019年6月,82,45~140,良,25,50,16.0,0.353,5.0,137.0,2019,6
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2019年7月,81,49~126,良,29,52,17.0,0.41,7.0,137.0,2019,7
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2019年8月,67,28~155,良,18,41,19.0,0.49,7.0,114.0,2019,8
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2019年9月,77,44~147,良,23,56,27.0,0.483,8.0,131.0,2019,9
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2019年10月,77,36~159,良,39,91,32.0,0.529,9.0,110.0,2019,10
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2019年11月,57,29~105,良,27,64,31.0,0.55,9.0,67.0,2019,11
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2019年12月,79,31~232,良,55,82,37.0,0.829,12.0,59.0,2019,12
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2020年1月,84,34~214,良,60,84,36.0,0.952,13.0,67.0,2020,1
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2020年2月,57,34~144,良,35,53,20.0,0.731,9.0,86.0,2020,2
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2020年3月,62,41~110,良,30,66,28.0,0.59,11.0,98.0,2020,3
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2020年4月,77,44~132,良,34,80,32.0,0.623,12.0,124.0,2020,4
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2020年5月,73,43~122,良,22,52,24.0,0.423,8.0,125.0,2020,5
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2020年6月,85,41~191,良,25,57,22.0,0.47,10.0,140.0,2020,6
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2020年7月,73,31~166,良,22,43,21.0,0.323,9.0,125.0,2020,7
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2020年8月,56,21~111,良,17,31,17.0,0.332,8.0,103.0,2020,8
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2020年9月,72,41~146,良,18,42,24.0,0.377,9.0,124.0,2020,9
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2020年10月,64,36~117,良,28,68,37.0,0.458,11.0,102.0,2020,10
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2020年11月,63,29~198,良,32,71,33.0,0.517,10.0,74.0,2020,11
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2020年12月,85,28~203,良,58,93,42.0,0.881,15.0,56.0,2020,12
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2021年1月,79,30~160,良,40,68,37.0,0.858,14.0,63.0,2021,1
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2021年2月,68,40~137,良,41,69,28.0,0.754,12.0,90.0,2021,2
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2021年3月,97,48~387,良,38,65,37.0,0.81,12.0,101.0,2021,3
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2021年4月,71,46~157,良,22,48,30.0,0.59,10.0,112.0,2021,4
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2021年5月,83,37~181,良,16,42,23.0,0.455,10.0,127.0,2021,5
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2021年6月,75,34~142,良,17,37,19.0,0.427,10.0,128.0,2021,6
烟台,121.45441541730196,37.470038383730525,121.45441541730196,37.470038383730525,2021年7月,55,24~80,良,12,26,15.0,0.297,8.0,102.0,2021,7
