lng,lat,value
121.4848682,31.24077607,5624.074074074074
121.1305531,31.15545432,5305.555555555556
121.5325199,31.26552414,5104.761904761905
121.4433964,31.19455677,4892.857142857143
121.5504546,31.22734829,5218.367346938776
121.4304544,31.22684797,4812.5
121.4915856,31.23724715,7200.0
121.4035693,31.25497337,4735.294117647059
121.3886119,31.11884258,5057.575757575758
121.2344796,31.03713518,4875.0
121.5115865,31.2697467,4750.0
121.496563,31.41027947,7117.64705882353
121.2725951,31.38015534,5078.9473684210525
121.4534318,31.23384493,6357.142857142857
121.4035569,31.62856998,3500.0
121.34848,30.74785238,2980.0
121.4805037,30.92372011,2250.0
