lng,lat,value
121.4848682,31.24077607,8247.979797979799
121.1305531,31.15545432,10083.333333333334
121.5325199,31.26552414,8090.909090909091
121.4433964,31.19455677,8276.315789473685
121.5504546,31.22734829,7124.731182795699
121.4304544,31.22684797,4245.454545454545
121.4915856,31.23724715,6182.608695652174
121.4035693,31.25497337,6804.545454545455
121.3886119,31.11884258,6485.714285714285
121.2344796,31.03713518,6618.75
121.5115865,31.2697467,7337.931034482759
121.496563,31.41027947,11000.0
121.2725951,31.38015534,6703.571428571428
121.4534318,31.23384493,7168.085106382979
121.34848,30.74785238,10000.0
121.4805037,30.92372011,8000.0
