lng,lat,value
121.4848682,31.24077607,7547.671232876713
121.1305531,31.15545432,6127.272727272727
121.5325199,31.26552414,7072.340425531915
121.4433964,31.19455677,8301.694915254237
121.5504546,31.22734829,6666.666666666667
121.4304544,31.22684797,7500.0
121.4915856,31.23724715,7607.317073170731
121.4035693,31.25497337,5507.142857142857
121.3886119,31.11884258,5920.289855072464
121.2344796,31.03713518,6711.538461538462
121.5115865,31.2697467,6330.0
121.496563,31.41027947,7085.0
121.2725951,31.38015534,7645.833333333333
121.4534318,31.23384493,6815.909090909091
121.4035569,31.62856998,7000.0
121.34848,30.74785238,7136.363636363636
121.4805037,30.92372011,7709.523809523809
