lng,lat,value
121.4848682,31.24077607,10115.068493150686
121.1305531,31.15545432,7600.0
121.5325199,31.26552414,19887.5
121.4433964,31.19455677,8760.46511627907
121.5504546,31.22734829,7636.8421052631575
121.4304544,31.22684797,6278.125
121.4915856,31.23724715,10872.916666666666
121.4035693,31.25497337,6015.0
121.3886119,31.11884258,8567.34693877551
121.2344796,31.03713518,7976.190476190476
121.5115865,31.2697467,9509.52380952381
121.496563,31.41027947,7610.0
121.2725951,31.38015534,6460.869565217391
121.4534318,31.23384493,8456.521739130434
121.4035569,31.62856998,5700.0
121.34848,30.74785238,4875.0
121.4805037,30.92372011,5250.0
