lng,lat,value
121.4848682,31.24077607,5227.173913043478
121.1305531,31.15545432,5200.0
121.5325199,31.26552414,5277.777777777777
121.4433964,31.19455677,5500.0
121.5504546,31.22734829,5619.2307692307695
121.4304544,31.22684797,5431.818181818182
121.4915856,31.23724715,5564.705882352941
121.4035693,31.25497337,5255.555555555556
121.3886119,31.11884258,5468.085106382979
121.2344796,31.03713518,5146.341463414634
121.5115865,31.2697467,5368.421052631579
121.496563,31.41027947,4687.5
121.2725951,31.38015534,5050.0
121.4534318,31.23384493,5518.518518518518
121.34848,30.74785238,4800.0
121.4805037,30.92372011,7125.0
