lng,lat,value
121.4848682,31.24077607,5964.159292035398
121.1305531,31.15545432,6755.0
121.5325199,31.26552414,6571.428571428572
121.4433964,31.19455677,6390.243902439024
121.5504546,31.22734829,6312.35294117647
121.4304544,31.22684797,6326.666666666667
121.4915856,31.23724715,7433.333333333333
121.4035693,31.25497337,6218.367346938776
121.3886119,31.11884258,6215.0
121.2344796,31.03713518,5755.31914893617
121.5115865,31.2697467,5979.166666666667
121.496563,31.41027947,6287.671232876713
121.2725951,31.38015534,7225.0
121.4534318,31.23384493,6152.173913043478
121.4035569,31.62856998,4000.0
121.34848,30.74785238,5484.210526315789
121.4805037,30.92372011,6333.333333333333
