lng,lat,value
121.4848682,31.24077607,5394.736842105263
121.1305531,31.15545432,8666.666666666666
121.5325199,31.26552414,4000.0
121.4433964,31.19455677,5850.0
121.5504546,31.22734829,5733.333333333333
121.4304544,31.22684797,4795.454545454545
121.4915856,31.23724715,17500.0
121.4035693,31.25497337,7000.0
121.3886119,31.11884258,6366.666666666667
121.2344796,31.03713518,6500.0
121.5115865,31.2697467,6000.0
121.496563,31.41027947,4200.0
121.2725951,31.38015534,7405.555555555556
121.4534318,31.23384493,5416.666666666667
121.4805037,30.92372011,5622.222222222223
