lng,lat,value
121.4848682,31.24077607,8031.168831168831
121.1305531,31.15545432,6865.517241379311
121.5325199,31.26552414,7400.0
121.4433964,31.19455677,7604.210526315789
121.5504546,31.22734829,7955.7522123893805
121.4304544,31.22684797,9457.142857142857
121.4915856,31.23724715,6037.142857142857
121.4035693,31.25497337,5197.5
121.3886119,31.11884258,7311.363636363636
121.2344796,31.03713518,7013.636363636364
121.5115865,31.2697467,6333.333333333333
121.496563,31.41027947,7500.0
121.2725951,31.38015534,7537.096774193548
121.4534318,31.23384493,6123.943661971831
121.34848,30.74785238,6333.333333333333
121.4805037,30.92372011,6916.666666666667
