lng,lat,value
121.4848682,31.24077607,4485.714285714285
121.1305531,31.15545432,4727.272727272727
121.5325199,31.26552414,4836.065573770492
121.4433964,31.19455677,4816.666666666667
121.5504546,31.22734829,4757.668711656442
121.4304544,31.22684797,5041.666666666667
121.4915856,31.23724715,4812.5
121.4035693,31.25497337,4910.25641025641
121.3886119,31.11884258,4938.271604938272
121.2344796,31.03713518,4571.428571428572
121.5115865,31.2697467,5029.411764705882
121.496563,31.41027947,5000.0
121.2725951,31.38015534,4636.363636363636
121.4534318,31.23384493,5054.545454545455
121.4805037,30.92372011,4533.333333333333
