lng,lat,value
121.4848682,31.24077607,7021.551724137931
121.1305531,31.15545432,8333.333333333334
121.5325199,31.26552414,11000.0
121.4433964,31.19455677,8056.25
121.5504546,31.22734829,6335.294117647059
121.4304544,31.22684797,7666.666666666667
121.4915856,31.23724715,5733.333333333333
121.4035693,31.25497337,7625.0
121.3886119,31.11884258,7207.142857142857
121.2344796,31.03713518,6000.0
121.5115865,31.2697467,8333.333333333334
121.496563,31.41027947,6033.333333333333
121.2725951,31.38015534,7600.0
121.4534318,31.23384493,5156.25
121.4805037,30.92372011,6000.0
