lng,lat,value
121.4848682,31.24077607,7235.585585585585
121.1305531,31.15545432,6833.333333333333
121.5325199,31.26552414,7652.0
121.4433964,31.19455677,8174.757281553398
121.5504546,31.22734829,6319.540229885058
121.4304544,31.22684797,6375.0
121.4915856,31.23724715,7600.0
121.4035693,31.25497337,7232.0
121.3886119,31.11884258,6660.0
121.2344796,31.03713518,6923.076923076923
121.5115865,31.2697467,5357.142857142857
121.496563,31.41027947,6760.0
121.2725951,31.38015534,7900.0
121.4534318,31.23384493,6635.294117647059
121.4035569,31.62856998,6000.0
121.34848,30.74785238,9000.0
121.4805037,30.92372011,7500.0
