lng,lat,value
121.4848682,31.24077607,7574.277456647399
121.1305531,31.15545432,6523.809523809524
121.5325199,31.26552414,8458.333333333334
121.4433964,31.19455677,8064.285714285715
121.5504546,31.22734829,7215.454545454545
121.4304544,31.22684797,7026.829268292683
121.4915856,31.23724715,8259.25925925926
121.4035693,31.25497337,6869.69696969697
121.3886119,31.11884258,6926.086956521739
121.2344796,31.03713518,5607.692307692308
121.5115865,31.2697467,9761.538461538461
121.496563,31.41027947,6773.684210526316
121.2725951,31.38015534,8686.363636363636
121.4534318,31.23384493,7229.166666666667
121.34848,30.74785238,6125.0
121.4805037,30.92372011,5500.0
