lng,lat,value
121.4848682,31.24077607,8497.860962566845
121.1305531,31.15545432,9214.285714285714
121.5325199,31.26552414,4737.5
121.4433964,31.19455677,8748.275862068966
121.5504546,31.22734829,7225.490196078431
121.4304544,31.22684797,5872.727272727273
121.4915856,31.23724715,11356.666666666666
121.4035693,31.25497337,7137.5
121.3886119,31.11884258,6303.773584905661
121.2344796,31.03713518,6466.666666666667
121.5115865,31.2697467,7766.666666666667
121.496563,31.41027947,7157.142857142857
121.2725951,31.38015534,7040.0
121.4534318,31.23384493,7890.476190476191
121.4035569,31.62856998,6000.0
121.34848,30.74785238,6255.555555555556
121.4805037,30.92372011,2600.0
