lng,lat,value
121.4848682,31.24077607,7121.235521235521
121.1305531,31.15545432,6187.5
121.5325199,31.26552414,6392.857142857143
121.4433964,31.19455677,8012.1621621621625
121.5504546,31.22734829,6637.179487179487
121.4304544,31.22684797,6758.823529411765
121.4915856,31.23724715,6668.181818181818
121.4035693,31.25497337,5484.848484848485
121.3886119,31.11884258,6840.0
121.2344796,31.03713518,6538.888888888889
121.5115865,31.2697467,6902.7027027027025
121.496563,31.41027947,6288.235294117647
121.2725951,31.38015534,6970.588235294118
121.4534318,31.23384493,6801.754385964912
121.34848,30.74785238,8000.0
121.4805037,30.92372011,6136.8421052631575
