lng,lat,value
121.4848682,31.24077607,10093.846153846154
121.1305531,31.15545432,15300.0
121.5325199,31.26552414,8322.222222222223
121.4433964,31.19455677,9623.595505617977
121.5504546,31.22734829,9344.444444444445
121.4304544,31.22684797,10028.57142857143
121.4915856,31.23724715,10951.785714285714
121.4035693,31.25497337,8653.333333333334
121.3886119,31.11884258,8996.296296296296
121.2344796,31.03713518,12500.0
121.5115865,31.2697467,10533.333333333334
121.496563,31.41027947,7115.384615384615
121.2725951,31.38015534,18318.18181818182
121.4534318,31.23384493,10369.565217391304
121.4035569,31.62856998,6000.0
121.34848,30.74785238,5325.0
121.4805037,30.92372011,8000.0
