lng,lat,value
121.4848682,31.24077607,7247.058823529412
121.1305531,31.15545432,7537.5
121.5325199,31.26552414,7412.5
121.4433964,31.19455677,7229.824561403509
121.5504546,31.22734829,6856.818181818182
121.4304544,31.22684797,4552.941176470588
121.4915856,31.23724715,5804.347826086957
121.4035693,31.25497337,6659.090909090909
121.3886119,31.11884258,7514.285714285715
121.2344796,31.03713518,13687.5
121.5115865,31.2697467,7233.333333333333
121.496563,31.41027947,7662.5
121.2725951,31.38015534,5609.090909090909
121.4534318,31.23384493,6012.121212121212
121.34848,30.74785238,5833.333333333333
121.4805037,30.92372011,3375.0
